14:45:23.818 Result,RTT,20.602,4.287
14:45:29.997 Result,RTT,20.627,4.162
14:45:30.614 Result,RTT,20.636,4.116
14:45:31.224 Result,RTT,20.299,5.545
14:45:38.039 Result,RTT,19.231,5.502
14:45:38.646 Result,RTT,19.456,5.528
14:45:39.258 Result,RTT,20.991,5.460
14:45:45.596 Result,RTT,21.095,5.045
14:45:46.210 Result,RTT,21.085,5.086
14:45:46.813 Result,RTT,20.134,8.067
14:45:53.050 Result,RTT,11.833,1.960
14:45:53.630 Result,RTT,11.907,2.256
14:45:54.212 Result,RTT,12.319,2.539
14:46:00.399 Result,RTT,10.416,6.986
14:46:00.989 Result,RTT,9.701,7.951
14:46:01.598 Result,RTT,10.542,6.793
14:46:08.467 Result,RTT,10.097,6.123
14:46:09.070 Result,RTT,8.866,3.313
14:46:09.685 Result,RTT,8.711,3.037
14:46:15.984 Result,RTT,9.225,2.350
14:46:16.597 Result,RTT,9.496,1.967
14:46:17.197 Result,RTT,9.211,2.405
14:46:26.493 Result,RTT,9.558,2.541
14:46:27.112 Result,RTT,9.057,1.479
14:46:33.857 Result,RTT,7.299,5.005
14:46:34.458 Result,RTT,7.900,3.964
14:46:35.079 Result,RTT,8.382,2.978
14:47:08.269 Result,RTT,1.518,1.317
14:47:08.866 Result,RTT,0.772,1.523
14:47:09.482 Result,RTT,-0.784,1.500
14:47:15.599 Result,RTT,-0.715,0.908
14:47:16.209 Result,RTT,-0.706,1.107
14:47:16.810 Result,RTT,-0.654,3.198
14:47:23.051 Result,RTT,-2.246,2.409
14:47:23.668 Result,RTT,-1.176,3.034
14:47:24.271 Result,RTT,-1.504,2.873
14:47:46.137 Result,RTT,0.390,3.248
14:47:46.729 Result,RTT,1.073,3.089
