14:35:58.541 Result,RTT,-1.909,3.536
14:35:59.155 Result,RTT,-1.964,3.168
14:35:59.762 Result,RTT,-1.965,3.159
14:36:06.470 Result,RTT,-0.910,3.635
14:36:07.083 Result,RTT,-1.713,3.314
14:36:07.697 Result,RTT,-1.787,3.272
14:36:13.940 Result,RTT,-1.782,1.932
14:36:14.553 Result,RTT,-1.793,3.232
14:36:15.164 Result,RTT,-1.781,3.312
14:36:42.777 Result,RTT,-4.741,5.275
14:36:43.394 Result,RTT,-4.918,4.326
14:36:44.004 Result,RTT,-5.046,1.914
14:36:51.086 Result,RTT,-2.628,4.625
14:36:53.195 Result,RTT,-2.488,4.704
14:36:53.808 Result,RTT,0.430,5.326
14:37:00.060 Result,RTT,1.421,8.133
14:37:00.669 Result,RTT,1.262,7.760
14:37:01.271 Result,RTT,1.968,9.282
14:37:08.184 Result,RTT,-5.772,7.490
14:37:09.290 Result,RTT,-8.115,4.885
14:37:09.903 Result,RTT,-4.857,8.125
14:37:16.086 Result,RTT,-4.822,8.234
14:37:16.707 Result,RTT,-4.870,8.085
14:37:17.326 Result,RTT,-5.025,7.588
14:37:40.982 Result,RTT,-3.563,11.351
14:37:41.607 Result,RTT,-3.328,11.826
14:37:42.226 Result,RTT,-2.942,12.559
14:38:23.627 Result,RTT,-6.834,10.922
14:38:24.211 Result,RTT,-6.528,11.111
14:38:25.568 Result,RTT,-5.586,11.618
14:38:49.188 Result,RTT,-9.095,9.093
14:38:49.824 Result,RTT,-8.674,9.504
14:38:50.451 Result,RTT,-8.287,9.850
14:39:13.835 Result,RTT,-5.202,11.797
14:39:14.475 Result,RTT,-5.437,11.689
14:39:15.100 Result,RTT,-3.552,12.399
14:39:21.324 Result,RTT,-4.924,9.334
14:39:21.944 Result,RTT,-5.102,8.840
14:39:22.550 Result,RTT,-5.879,6.180
14:39:28.867 Result,RTT,-6.505,5.479
14:39:29.485 Result,RTT,-7.196,4.652
14:39:30.070 Result,RTT,-7.690,4.054
14:39:36.252 Result,RTT,-5.067,12.832
14:39:36.851 Result,RTT,-5.800,11.282
14:39:37.447 Result,RTT,-5.129,12.710
14:39:44.925 Result,RTT,-5.133,12.708
14:39:46.562 Result,RTT,-6.411,12.108
14:39:47.687 Result,RTT,-7.683,11.336
14:39:54.119 Result,RTT,-2.582,19.627
14:39:54.757 Result,RTT,-2.092,20.177
14:39:55.380 Result,RTT,-1.409,20.900
14:40:02.153 Result,RTT,-9.784,18.507
14:40:02.773 Result,RTT,-6.688,19.844
14:40:03.405 Result,RTT,-5.689,20.155
14:40:09.647 Result,RTT,-5.254,20.698
14:40:10.279 Result,RTT,-4.439,21.655
14:40:10.908 Result,RTT,-4.456,21.636
14:40:17.101 Result,RTT,-4.947,21.529
14:40:17.991 Result,RTT,-3.569,21.801
14:40:18.611 Result,RTT,-5.897,21.287
14:40:24.877 Result,RTT,-4.819,22.536
14:40:25.515 Result,RTT,-6.563,20.450
14:40:26.143 Result,RTT,-6.841,20.083
14:40:51.146 Result,RTT,-3.359,24.046
14:40:51.751 Result,RTT,-4.167,23.233
14:40:52.372 Result,RTT,-3.208,24.191
14:41:01.092 Result,RTT,9.661,22.417
14:41:02.199 Result,RTT,8.249,22.974
14:41:02.794 Result,RTT,10.647,21.966
14:41:09.402 Result,RTT,7.342,20.244
14:41:10.237 Result,RTT,10.453,21.883
14:41:10.836 Result,RTT,12.722,22.737
14:41:17.074 Result,RTT,9.492,24.263
14:41:17.701 Result,RTT,11.277,23.487
14:41:18.325 Result,RTT,11.867,23.195
14:42:21.598 Result,RTT,20.695,15.830
14:42:22.474 Result,RTT,20.070,16.616
14:42:23.109 Result,RTT,18.654,18.192
14:42:29.538 Result,RTT,5.408,10.956
14:42:30.156 Result,RTT,4.757,10.031
14:42:30.771 Result,RTT,6.657,12.446
14:42:37.486 Result,RTT,6.637,12.457
14:42:38.094 Result,RTT,5.224,13.112
14:42:38.715 Result,RTT,4.677,13.316
14:42:44.934 Result,RTT,4.015,12.513
14:42:45.556 Result,RTT,3.653,12.037
14:42:46.169 Result,RTT,3.791,12.223
14:43:09.526 Result,RTT,2.019,9.424
14:43:10.116 Result,RTT,2.432,10.174
14:43:10.730 Result,RTT,4.003,12.499
14:43:42.968 Result,RTT,26.021,19.372
14:43:44.809 Result,RTT,21.538,20.234
14:43:59.776 Result,RTT,18.596,22.966
14:44:00.360 Result,RTT,15.546,25.131
14:44:00.973 Result,RTT,22.290,19.402
14:44:25.035 Result,RTT,13.856,26.101
14:44:25.639 Result,RTT,15.438,25.197
14:44:26.481 Result,RTT,14.939,25.497
14:44:36.046 Result,RTT,12.521,24.896
14:44:36.678 Result,RTT,13.229,25.098
14:44:37.528 Result,RTT,15.056,25.520
14:44:43.786 Result,RTT,26.585,13.077
14:44:44.386 Result,RTT,26.468,13.312
14:44:44.972 Result,RTT,25.465,15.146
14:44:51.257 Result,RTT,19.699,16.108
14:44:51.891 Result,RTT,21.388,16.049
14:44:52.522 Result,RTT,21.417,16.046
14:44:59.012 Result,RTT,23.612,12.593
14:44:59.636 Result,RTT,23.428,12.934
14:45:00.257 Result,RTT,24.135,11.558
14:45:06.638 Result,RTT,16.141,11.667
14:45:07.269 Result,RTT,14.831,11.149
14:45:07.893 Result,RTT,17.123,11.946
14:45:14.027 Result,RTT,20.453,4.196
14:45:14.643 Result,RTT,20.507,3.924
14:45:15.255 Result,RTT,20.429,4.309
14:45:22.100 Result,RTT,17.548,3.564
14:45:22.707 Result,RTT,19.575,4.312
