14:44:37.495 Result,Phase,21.327,22.831
14:44:43.753 Result,Phase,30.159,8.074
14:44:44.356 Result,Phase,29.709,9.623
14:44:44.941 Result,Phase,29.837,9.213
14:44:51.224 Result,Phase,20.957,13.491
14:44:51.859 Result,Phase,21.145,13.476
14:44:52.490 Result,Phase,21.023,13.486
14:44:58.980 Result,Phase,20.454,14.334
14:44:59.604 Result,Phase,20.768,13.875
14:45:00.227 Result,Phase,21.684,12.394
14:45:06.606 Result,Phase,16.739,12.081
14:45:07.238 Result,Phase,15.812,11.793
14:45:07.862 Result,Phase,16.187,11.919
14:45:13.995 Result,Phase,19.888,2.934
14:45:14.613 Result,Phase,19.883,2.964
14:45:15.224 Result,Phase,19.879,2.994
14:45:22.069 Result,Phase,20.205,2.988
14:45:22.676 Result,Phase,20.527,2.944
14:45:23.788 Result,Phase,20.479,2.953
14:45:29.964 Result,Phase,20.477,2.964
14:45:30.583 Result,Phase,20.461,3.070
14:45:31.193 Result,Phase,20.433,3.251
14:45:38.008 Result,Phase,20.741,3.191
14:45:38.615 Result,Phase,20.177,3.277
14:45:39.231 Result,Phase,20.750,3.189
14:45:45.564 Result,Phase,20.541,4.338
14:45:46.179 Result,Phase,20.141,5.925
14:45:46.782 Result,Phase,19.385,8.062
14:45:53.018 Result,Phase,11.555,1.615
14:45:53.612 Result,Phase,11.588,1.778
14:45:54.183 Result,Phase,11.573,1.706
14:46:00.367 Result,Phase,10.255,4.447
14:46:00.962 Result,Phase,10.178,4.625
14:46:01.566 Result,Phase,10.344,4.229
14:46:08.439 Result,Phase,10.581,4.743
14:46:09.041 Result,Phase,10.461,4.492
14:46:09.657 Result,Phase,10.413,4.385
14:46:15.952 Result,Phase,10.015,5.243
14:46:16.566 Result,Phase,10.250,4.760
14:46:17.166 Result,Phase,10.386,4.450
14:46:25.882 Result,Phase,10.740,5.158
14:46:26.462 Result,Phase,10.755,5.186
14:46:27.081 Result,Phase,10.508,4.711
14:46:33.826 Result,Phase,10.608,4.478
14:46:34.428 Result,Phase,10.786,4.015
14:46:35.050 Result,Phase,10.776,4.043
14:47:08.238 Result,Phase,-0.610,1.640
14:47:08.835 Result,Phase,-0.762,1.526
14:47:09.451 Result,Phase,-0.550,1.669
14:47:15.568 Result,Phase,-0.568,1.403
14:47:16.179 Result,Phase,-0.561,1.529
14:47:16.779 Result,Phase,-0.519,2.032
14:47:23.021 Result,Phase,-1.746,1.418
14:47:23.638 Result,Phase,-2.168,1.113
14:47:24.241 Result,Phase,-2.071,1.306
14:47:46.106 Result,Phase,-1.421,1.565
14:47:46.698 Result,Phase,-1.428,1.772
