Result,iFFT,-0.813,3.226
Result,iFFT,-0.827,3.138
Result,iFFT,-0.777,3.452
Result,iFFT,-1.102,3.358
Result,iFFT,-1.114,3.353
Result,iFFT,-0.889,3.424
Result,iFFT,-0.993,2.708
Result,iFFT,-1.005,2.609
Result,iFFT,-0.982,2.793
Result,iFFT,-0.360,5.687
Result,iFFT,-0.381,5.609
Result,iFFT,-0.359,5.690
Result,iFFT,-1.262,5.555
Result,iFFT,-1.279,5.552
Result,iFFT,-0.232,8.620
Result,iFFT,-0.168,8.768
Result,iFFT,-0.155,8.797
Result,iFFT,-1.832,8.601
Result,iFFT,-1.832,8.601
Result,iFFT,-1.717,8.625
Result,iFFT,-1.605,8.904
Result,iFFT,-1.527,9.090
Result,iFFT,-0.693,10.856
Result,iFFT,0.197,12.405
Result,iFFT,0.189,12.392
Result,iFFT,0.175,12.370
Result,iFFT,-5.088,11.263
Result,iFFT,-5.218,11.203
Result,iFFT,-5.218,11.203
Result,iFFT,-5.203,11.210
Result,iFFT,-2.118,12.185
Result,iFFT,-2.170,12.175
Result,iFFT,-1.907,12.220
Result,iFFT,-3.223,9.481
Result,iFFT,-3.214,9.504
Result,iFFT,-3.195,9.549
Result,iFFT,-2.414,9.779
Result,iFFT,-2.414,9.779
Result,iFFT,-2.310,14.547
Result,iFFT,-2.310,14.547
Result,iFFT,-2.310,14.547
Result,iFFT,1.354,19.018
Result,iFFT,-0.578,16.908
Result,iFFT,-1.877,15.190
Result,iFFT,-8.973,12.372
Result,iFFT,-9.014,12.342
Result,iFFT,-9.040,12.323
Result,iFFT,-3.488,21.069
Result,iFFT,-3.488,21.069
Result,iFFT,-3.162,21.428
Result,iFFT,-2.770,21.482
Result,iFFT,-2.748,21.485
Result,iFFT,-2.528,21.512
Result,iFFT,-2.559,21.480
Result,iFFT,-2.629,21.406
Result,iFFT,-2.678,21.354
Result,iFFT,0.215,24.059
Result,iFFT,9.369,22.166
Result,iFFT,9.369,22.166
Result,iFFT,9.972,22.150
Result,iFFT,9.037,22.547
Result,iFFT,9.155,22.499
Result,iFFT,18.429,15.828
Result,iFFT,18.244,16.041
Result,iFFT,18.244,16.041
Result,iFFT,7.444,10.144
Result,iFFT,7.428,10.124
Result,iFFT,7.444,10.144
Result,iFFT,7.480,10.117
Result,iFFT,7.463,10.130
Result,iFFT,7.423,10.159
Result,iFFT,7.633,10.413
Result,iFFT,7.632,10.411
Result,iFFT,7.644,10.426
Result,iFFT,7.577,10.346
Result,iFFT,20.528,21.535
Result,iFFT,19.799,21.541
Result,iFFT,20.511,12.784
Result,iFFT,20.511,12.784
Result,iFFT,20.452,12.787
Result,iFFT,21.092,11.700
Result,iFFT,23.015,7.212
Result,iFFT,23.577,5.063
Result,iFFT,18.559,6.063
Result,iFFT,18.581,6.068
Result,iFFT,18.349,6.010
Result,iFFT,19.140,2.538
Result,iFFT,19.130,2.618
Result,iFFT,19.145,2.504
Result,iFFT,19.360,2.569
Result,iFFT,19.453,2.591
Result,iFFT,19.453,2.591
Result,iFFT,19.426,2.780
Result,iFFT,19.437,2.702
Result,iFFT,19.440,2.682
Result,iFFT,18.093,2.033
Result,iFFT,18.704,2.402
Result,iFFT,18.429,4.004
Result,iFFT,18.088,5.337
Result,iFFT,17.885,5.982
Result,iFFT,10.615,2.623
Result,iFFT,10.639,2.722
Result,iFFT,10.522,2.769
Result,iFFT,10.540,2.833
Result,iFFT,10.260,3.072
Result,iFFT,10.268,3.035
Result,iFFT,10.268,3.035
Result,iFFT,10.265,3.019
Result,iFFT,10.294,3.147
Result,iFFT,10.530,2.539
Result,iFFT,10.535,2.513
Result,iFFT,10.537,2.501
Result,iFFT,0.143,1.489
Result,iFFT,0.119,1.492
Result,iFFT,0.097,1.493
Result,iFFT,0.090,1.398
Result,iFFT,0.096,1.477
Result,iFFT,0.102,1.557
Result,iFFT,-1.085,1.351
Result,iFFT,-1.208,1.225
Result,iFFT,-1.221,1.210
