
[00:58:08.233,100] [1;31m<err> nrf_initiator: Dropped subevent results due to unfinished ranging data request.[0m
profile,0,3,-62,1.00,5.423, 6.802,3.602
profile,0,4,-62,1.00,0.000, 5.865,0.000
profile,0,5,-60,0.00,0.000, 5.671,0.000
profile,0,6,-61,0.00,4.797, 1.074,0.000
profile,0,7,-62,1.00,5.309, 3.841,0.000
profile,0,8,-64,1.00,5.253, 0.000,0.000
profile,0,9,-60,1.00,0.000, 5.306,0.000
profile,0,10,-60,0.00,4.432, 0.000,3.487
profile,0,11,-60,1.00,6.251, 1.836,3.220
profile,0,12,-63,1.00,5.031, 4.815,0.000
profile,0,13,-60,1.00,0.000, 2.423,0.000
profile,0,14,-64,0.00,0.000, 4.178,0.000
profile,0,15,-61,0.00,5.129, 6.595,0.000
profile,0,16,-61,1.00,5.947, 3.598,3.220
profile,0,17,-60,1.00,5.407, 4.815,3.606
profile,0,18,-61,1.00,5.253, 0.450,0.000
profile,0,19,-64,1.00,5.208, 8.169,3.541
profile,0,20,-63,1.00,0.000, 7.820,0.000
profile,0,21,-63,0.00,0.000, 3.766,0.000
profile,0,22,-62,0.00,5.499, 3.837,0.000
profile,0,23,-66,1.00,4.368, 4.235,0.000
profile,0,24,-60,1.00,5.537, 6.995,0.000
profile,0,25,-62,1.00,5.429, 0.337,3.654
profile,0,26,-63,1.00,0.000, 2.960,0.000
profile,0,27,-62,0.00,5.269, 2.567,3.614
profile,0,28,-62,1.00,5.661, 0.794,3.598
profile,0,29,-62,1.00,4.660, 3.163,0.000
profile,0,30,-60,1.00,0.000, 2.455,0.000
profile,0,31,-63,0.00,5.063, 4.182,0.000
profile,0,32,-64,1.00,0.000, 2.593,0.000
profile,0,33,-65,0.00,0.000, 3.612,0.000
profile,0,34,-66,0.00,5.600, 2.042,0.000
profile,0,35,-64,1.00,5.356, 0.000,3.220
profile,0,36,-64,1.00,5.361, 4.478,3.549
profile,0,37,-62,1.00,5.080, 4.587,3.220
profile,0,38,-65,1.00,0.000, 1.387,0.000
profile,0,39,-63,0.00,0.000, 6.558,0.000
profile,0,40,-64,0.00,4.445, 2.080,3.220
profile,0,41,-61,1.00,5.445, 7.525,3.487
profile,0,42,-60,1.00,5.589, 7.495,0.000
