profile,0,399,-61,0.00,13.757, 10.298,10.981
profile,0,400,-64,1.00,0.000, 16.663,0.000
profile,0,401,-62,0.00,13.953, 7.670,9.661
profile,0,402,-61,1.00,14.160, 13.547,0.000
profile,0,403,-64,1.00,13.636, 4.272,10.832
profile,0,404,-68,1.00,0.000, 5.906,0.000
profile,0,405,-62,0.00,0.000, 10.755,0.000
profile,0,406,-64,0.00,0.000, 14.034,0.000
profile,0,407,-64,0.00,15.051, 6.446,0.000
profile,0,408,-69,1.00,15.017, 16.582,11.013
profile,0,409,-65,1.00,0.000, 16.613,0.000
profile,0,410,-67,0.00,0.000, 9.344,0.000
profile,0,411,-63,0.00,0.000, 3.035,0.000
profile,0,412,-62,0.00,0.000, 8.784,0.000
profile,0,413,-68,0.00,0.000, 14.577,0.000
profile,0,414,-65,0.00,0.000, 11.654,0.000
profile,0,415,-62,0.00,0.000, 14.715,0.000
profile,0,416,-70,0.00,0.000, 10.343,0.000
profile,0,417,-71,0.00,0.000, 0.705,0.000
profile,0,418,-62,0.00,14.930, 18.637,10.668
profile,0,419,-64,1.00,14.440, 12.685,0.000
profile,0,420,-63,1.00,0.000, 0.000,0.000
profile,0,421,-63,0.00,0.000, 13.865,0.000
profile,0,422,-62,0.00,0.000, 13.940,0.000
profile,0,423,-70,0.00,0.000, 9.244,0.000
profile,0,424,-67,0.00,0.000, 11.917,0.000
profile,0,425,-62,0.00,0.000, 13.622,0.000
profile,0,426,-64,0.00,15.171, 9.773,0.000
profile,0,427,-66,1.00,14.652, 8.806,10.643
profile,0,428,-69,1.00,15.276, 14.784,0.000
profile,0,429,-69,1.00,0.000, 12.254,0.000
profile,0,430,-70,0.00,14.596, 17.663,10.690
profile,0,431,-61,1.00,0.000, 11.042,0.000
profile,0,432,-63,0.00,0.000, 0.000,0.000
profile,0,433,-69,0.00,0.000, 9.698,0.000
profile,0,434,-64,0.00,0.000, 11.786,0.000
profile,0,435,-68,0.00,15.989, 12.797,0.000
profile,0,436,-64,1.00,14.271, 10.643,0.000
profile,0,437,-66,1.00,0.000, 11.748,0.000
profile,0,438,-63,0.00,0.000, 9.181,0.000
profile,0,439,-63,0.00,0.000, 14.555,0.000
profile,0,440,-64,0.00,0.000, 9.500,0.000
profile,0,441,-67,0.00,0.000, 18.006,0.000
profile,0,442,-67,0.00,0.000, 12.466,0.000
profile,0,443,-69,0.00,0.000, 13.041,0.000
profile,0,444,-64,0.00,0.000, 14.390,0.000
profile,0,445,-68,0.00,15.623, 8.484,0.000
profile,0,446,-65,1.00,0.000, 9.369,0.000
profile,0,447,-62,0.00,0.000, 10.942,0.000
profile,0,448,-67,0.00,0.000, 10.980,0.000
profile,0,449,-64,0.00,0.000, 11.417,0.000
profile,0,450,-68,0.00,0.000, 11.677,0.000
profile,0,451,-70,0.00,13.480, 3.627,10.537
profile,0,452,-68,1.00,0.000, 13.940,0.000
profile,0,453,-68,0.00,0.000, 13.341,0.000
profile,0,454,-65,0.00,0.000, 9.369,0.000
profile,0,455,-62,0.00,14.023, 9.181,0.000
profile,0,456,-62,1.00,0.000, 15.739,0.000
profile,0,457,-65,0.00,14.125, 12.766,0.000
profile,0,458,-67,1.00,0.000, 16.208,0.000
profile,0,459,-67,0.00,0.000, 10.793,0.000
profile,0,460,-64,0.00,0.000, 13.716,0.000
profile,0,461,-68,0.00,0.000, 13.316,0.000
profile,0,462,-63,0.00,0.000, 12.123,0.000
profile,0,463,-67,0.00,0.000, 14.409,0.000
profile,0,464,-63,0.00,0.000, 1.293,0.000
profile,0,465,-62,0.00,13.451, 6.970,0.000
profile,0,466,-68,1.00,0.000, 13.266,0.000
profile,0,467,-66,0.00,13.600, 14.435,10.868
profile,0,468,-65,1.00,0.000, 13.431,0.000
profile,0,469,-64,0.00,14.186, 13.431,0.000
profile,0,470,-64,1.00,0.000, 7.214,0.000
profile,0,471,-63,0.00,15.245, 15.065,0.000
profile,0,472,-64,1.00,0.000, 12.160,0.000
profile,0,473,-73,0.00,0.000, 14.933,0.000
profile,0,474,-68,0.00,0.000, 10.568,0.000
profile,0,475,-64,0.00,0.000, 9.949,0.000
profile,0,476,-62,0.00,14.399, 12.022,0.000
profile,0,477,-67,1.00,0.000, 9.856,0.000
profile,0,478,-62,0.00,0.000, 15.424,0.000
profile,0,479,-69,0.00,15.687, 14.278,0.000
profile,0,480,-68,1.00,14.720, 13.441,0.000
profile,0,481,-62,1.00,13.993, 17.748,10.704
profile,0,482,-68,1.00,0.000, 4.467,0.000
profile,0,483,-72,0.00,0.000, 7.645,0.000
profile,0,484,-67,0.00,0.000, 12.366,0.000
profile,0,485,-69,0.00,0.000, 11.242,0.000
profile,0,486,-63,0.00,0.000, 4.740,0.000
profile,0,487,-69,0.00,0.000, 8.244,0.000
profile,0,488,-64,0.00,0.000, 7.465,0.000
profile,0,489,-64,0.00,0.000, 8.956,0.000
profile,0,490,-63,0.00,0.000, 6.764,0.000
profile,0,491,-63,0.00,0.000, 7.105,0.000
profile,0,492,-66,0.00,14.311, 11.167,0.000
profile,0,493,-70,1.00,14.425, 14.735,0.000
